word,TFIDF_prev2,TFIDF_prev1,TFIDF,TFIDF_next1,TFIDF_next2,TF_prev_2,TF_prev_1,TF,TF_next_1,TF_next_2,first_occurrence,last_occurrence,length,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB,keyword
Roots,0.0024768274064055,0.00122381385811,0.004759744797361,8.169037676562689e-05,0.0040889897005041,0.0011836434392926,0.0007575806065793,0.0036707585220213,3.683921905219745e-05,0.0098328098782333,0.223761217323449,0.4879047990635973,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Monoclonal,0.0039722094145389,0.0120969226039357,0.0022877887339936,0.0078341860585776,0.001764475074977,0.002565236032405,0.0207133592162488,0.003130452043063,0.0164196962115651,0.0029521319838719,0.2686509718391173,0.4968246840721021,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Receptor,0.0122162185901583,0.0060611977408248,0.0120969226039357,0.0174887522633826,0.0033358104887429,0.0358776353637848,0.0039915324987482,0.0207133592162488,0.176459820025445,0.0051067767662059,0.872984572555388,0.872984572555388,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
performed,0.0,0.0088711816681172,0.0026553170215802,0.0019124855070033,0.0029432895463198,0.0,0.0458350189037695,0.0259236300164038,0.0566835010576485,0.0048107129070537,0.1221843003412969,0.4589558842118569,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
Expression,0.0,0.0,0.0124620777781897,0.0003178198540761,0.0031506544443968,0.0,0.0,0.0453744864883291,0.0001327803921272,0.002940810256699,0.0003736521831963,0.5530586100138785,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Conditioning,0.002662160355859,0.0028412806203665,0.0043179151069438,0.003269651905428,0.014635349933601,0.0012005319645292,0.0028038106032488,0.0025480360320275,0.007993322997024,0.0208071997732365,0.0009619292778756,0.8430158515106354,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Herpes,0.0047842335079709,0.0043896416143698,0.0033571655536231,0.0010212064413815,0.0254520479697547,0.019456101332681,0.0142884829534849,0.0030421767701553,0.0008287619489028,0.0576161246421403,0.0,0.0789897307799056,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Animals,0.0145086273517126,0.0041323325858778,0.007227520839844,0.0028400272801273,0.014635349933601,0.0251303920821903,0.0038571053306887,0.0111315551474806,0.0020694086637268,0.0208071997732365,0.1378096315855652,0.1378096315855652,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
vib,0.0002789991499273,0.0073002178365641,0.000683744584267,0.0001809318489045,0.0040510205425241,0.0001508505379835,0.017079190891398,0.0003567759010251,9.0663789351048e-05,0.0216922898863622,-1.4228191739111875e-05,-1.4228191739111875e-05,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
innermost,0.0033938785402459,0.0011050250083939,5.943744249139327e-05,0.001907771860014,0.0174887522633826,0.0054823251423432,0.0011866967984403,2.680400128554876e-05,0.0483386946573007,0.176459820025445,0.6648702959444648,0.6648702959444648,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
patients,0.0007304503896686,0.002966036960925,0.0257191602717,0.0019180596979661,0.0006226882252329,0.1032258127386092,0.0016036904461933,0.0690658802646598,0.0013100102273021,0.00050534376419,0.001020901617323,0.9994626833593035,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
data,0.0049743443514487,0.0079530682257062,0.0021977178717651,0.0049743443514487,0.0034647047495584,0.0307341313022685,0.037060264956581,0.0616637458719369,0.0307341313022685,0.0189616347358408,0.0405119774542038,0.972444026929701,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Salmonella,0.0016100504207505,0.0003831545257726,0.0016639616350486,0.0052784926568066,0.0054475539958417,0.0020900899136944,0.0001919962760778,0.0007951855133169,0.0037877343428774,0.0040870631818098,0.00235926100686,0.9816340604696744,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
patterns,0.0024361848007886,0.0,0.0046992450853378,0.0024361848007886,0.0200235133818114,0.0015732778361852,0.0,0.009012417482886,0.0015732778361852,0.0481506226717418,0.6173696696175432,0.8871723659086964,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Herpesvirus,0.0095613686254643,0.0035161367132504,0.0023333501899134,0.0080172975331397,0.015425811701531,0.0141983113665723,0.0052213449577928,0.0018705002107775,0.0226374322115646,0.1016328559522017,0.0015966021825396,0.0015966021825396,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Vero,0.0002179058654312,0.0014763429314904,0.0002434198664021,0.0220232693170586,0.0220232693170586,0.0001378573575975,0.0019293902454355,0.0001163271720569,0.1129872878591185,0.1129872878591185,0.0107481002885123,0.8935552033808769,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
made,0.0014863151772519,0.0013832967595787,0.0025090420471255,0.0041625222366819,0.000423605873323,0.0015961679137757,0.0009280848575159,0.0084081529623924,0.0085809244767718,0.0002364511730067,0.0518279722261584,0.5729417599546549,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
HEPES,0.0,0.0046303937294259,0.0,0.0012188115621039,0.0057195679677904,0.0,0.036294372888722,0.0,0.0009648286768882,0.0218607912431389,0.03422756706753,0.9555966697502312,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
identification,0.0,0.0022921098696179,0.0038957093240362,0.0023513242579206,0.0028102043901275,0.0,0.0158758826989977,0.0079425621705812,0.0123225649113816,0.0053594723274949,0.1124985134974432,0.9799619455345464,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Binding,0.0083596646827363,0.0045591192435735,0.0122162185901583,0.007070996233924,0.0038010273062013,0.0188202235154631,0.0232258971722318,0.0358776353637848,0.0226208066111436,0.0025031230905308,0.0215560794880431,0.9454923094195576,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
necrosis,0.0,0.0038484957394988,0.0014878782133105,0.0045591192435735,0.0,0.0,0.0021481792137996,0.0014551271699022,0.0232258971722318,0.0,0.5709087516327673,0.9984138831871616,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Protein,0.0049743443514487,0.0065530357196365,0.015425811701531,0.0095613686254643,0.0035161367132504,0.0307341313022685,0.014040660053949,0.1016328559522017,0.0141983113665723,0.0052213449577928,0.0004960317460317,0.5835348462301587,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Viral,0.0082226759864488,0.0085712589931475,0.0145086273517126,0.0031193138890873,0.0042585199717389,0.0170447265599143,0.01545133499128,0.0251303920821903,0.0301264830694323,0.0079861645025976,0.0026385224274406,0.0026385224274406,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Air,0.0002215364169204,0.0035898985023349,0.0054579373647106,6.681288335620826e-05,0.0007605766627546,0.0001340035930495,0.0244492708268155,0.0314638158217405,3.1929003547148624e-05,0.0004245437926984,0.1400012465330798,0.1400012465330798,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Zebrafish,0.0048343109617015,0.0010348355535609,0.0033920917077507,0.0028564985746008,0.002988264280424,0.010415265709997,0.0008191906353559,0.0015297029394966,0.0438142847371915,0.0050287613844704,0.1150265957446808,0.9164279869067103,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
active,0.0004190753948315,0.0017864017114035,0.00484253931491,0.0029445568992576,0.0,0.0001750834459928,0.0029198166320324,0.0198175511105042,0.1084461629630132,0.0,0.0816197205411742,0.8917334685212762,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dupuis,0.0013183332175496,0.0,0.0,0.0,0.0,0.0010698957256886,1.2121104761527568,0.0,0.0,1.402453625874608,-6.765899864682003e-05,-6.765899864682003e-05,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Health,0.0058488917290329,0.0004383349868877,0.0082081978964317,0.0111311503813206,0.0029955226491724,0.0076437488932277,0.0002713436222761,0.0140547606290819,0.0176643651036755,0.0022790143188908,0.1714659685863874,0.4911867364746946,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
urine,0.0006591699229123,0.0059709546758204,0.0059709546758204,0.0090811935621731,0.0038079977619205,0.0003439529154411,0.008975890560793,0.008975890560793,0.0104558154804516,0.0108733787001692,0.0117285202460623,0.998310011491922,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
advantages,0.0025725420810743,0.0026048251123881,0.0010133805969063,0.0016152525916334,0.0,0.014393345128954,0.0100171597714703,0.000973101320327,0.0027024687995977,0.0,0.803285523682455,0.8953468979319547,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Protein,0.0034822016332388,0.0080172975331397,0.015425811701531,0.0033969842405097,0.0007022176411801,0.0027565606521292,0.0226374322115646,0.1016328559522017,0.0045285724921185,0.0004878772254602,0.0025201612903225,0.9426803315412188,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Transduction,0.0014116472823302,0.0069902857419666,0.0026588078603587,0.0017546612298758,0.0027773927619636,0.0015281649922847,0.017663293117386,0.002901190904972,0.0014582760866272,0.0063916608834216,0.0014956532577197,0.0014956532577197,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
results,0.0042845500137724,0.0018628448456288,0.0018515623230348,0.0031495919108295,4.214626296665717e-05,0.0115056718459337,0.002681875759768,0.0480837892096889,0.0191574606496456,1.7608079708164593e-05,0.0407221228672241,0.9581903426941852,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Risk,0.0073891482705963,0.0018515623230348,0.0091568206397627,0.002827028052164,0.0036062900577366,0.0206316957520092,0.0480837892096889,0.0160433877493243,0.0013509997499164,0.0163632990924496,0.0793463961780793,0.0793463961780793,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
mobility,0.0022700306813077,0.0010105480986353,0.0014305781014547,0.0059818632512933,0.0032891346375735,0.0032070123759613,0.0564186729172239,0.0015363113413899,0.0220440674053295,0.0110870258646587,0.4392150884223364,0.4498649708162732,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
striped,0.0,0.0004406249667824,0.0007616215110882,0.0031187299099808,0.0038234657953485,0.0,0.0002531799661313,0.0004117970062539,0.0043226997079688,0.0167889103730614,0.6172653382275826,0.7141452543261667,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
Transfection,0.0036022346368202,0.0032526688956814,0.0043520724461019,0.0065685205544373,0.0,0.0159209253599035,0.0046827592144073,0.0051979151274073,0.0325424297878778,0.4298041604953401,0.9170568081938688,0.9170568081938688,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Amino,0.0007755268498388,0.0038857769809734,0.0078364083422742,0.0080271212029178,0.0071028306102781,0.0006667606621163,0.0199354326546565,0.0238103873268029,0.0394950933314996,0.0097818660791135,0.2147305075876504,0.2697802197802197,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
transcriptional,0.0012651755640594,0.0041152182398211,0.004360567085437,0.0042141007226411,0.0020241047401052,0.0013696034627703,0.0148938112217102,0.0055848045764152,0.0085916977368299,0.0026099729113145,0.929662063545526,0.929662063545526,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
toward,0.0001009425477798,0.0016524124936695,0.0023555518702718,0.0028059154432432,0.0050807476685342,5.267152276535433e-05,0.001859934237868,0.0034979154349471,0.0164224292688746,0.0064190145582558,0.06073546856465,0.7589561091340451,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Protein,0.0,0.0009636978765609,0.015425811701531,0.0095613686254643,0.0083596646827363,0.0,0.0006346322224993,0.1016328559522017,0.0141983113665723,0.0188202235154631,0.1816578099137555,0.4144524784388884,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Binding,0.0083596646827363,0.0045591192435735,0.0122162185901583,0.007070996233924,0.0038010273062013,0.0188202235154631,0.0232258971722318,0.0358776353637848,0.0226208066111436,0.0025031230905308,0.0215560794880431,0.9454923094195576,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
complete,0.0003875466333871,0.0004117466676326,0.0030122350992162,0.0149180588364297,0.0051363010555892,0.0002399039785777,0.0002604900399863,0.0145191170763239,0.0228379869059894,0.0111269495837241,0.0509473101922279,0.7995021435486102,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
PrPSc,0.0001863740855418,0.015425811701531,0.0,0.0032229033138437,4.067522950855708e-05,8.906573911256197e-05,0.1016328559522017,0.0,0.0134421870118022,1.699350388197343e-05,0.0220731524509069,0.9322440413731076,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
established,0.0073304543868173,0.0033016652716759,0.0024195323343765,0.0023513242579206,0.0033925920452554,0.0171499306727627,0.0072714943322347,0.0052415179736209,0.0123225649113816,0.0118470807449237,0.0921803127874885,0.0921803127874885,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
located,0.0012630515244561,0.0031854940233913,0.0027504541343373,0.0066984777403691,0.0084346259984553,0.0006329070202186,0.0085069253643356,0.0063296665645733,0.0130635320523546,0.0098563433175289,0.0709951706773434,0.9709415115367152,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
Expression,0.0046845425927489,0.0020281333956147,0.0124620777781897,0.0011153692071666,0.0024984170377512,0.1388435488992244,0.0032955061077882,0.0453744864883291,0.001188167843059,0.0036194054484834,0.2849115776635595,0.9443984667653976,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
patients,0.0029852752486927,0.0039142639743967,0.0257191602717,0.0021822264581087,0.0010638731349878,0.0025383023857262,0.0037934524994924,0.0690658802646598,0.0027570240283261,0.0745547709212553,0.0535164271047227,0.913180184804928,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Necrosis,0.0043663872650968,0.0029934364435939,0.0014878782133105,0.0036634446093923,0.004544590110546,0.0101594125600111,0.003446553461546,0.0014551271699022,0.0035178320931222,0.0051543973671558,0.0018239660657476,0.0018239660657476,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Base,0.0220232693170586,0.0038857769809734,0.0037517221736282,0.0120716309566889,0.0015158667082473,0.1129872878591185,0.0199354326546565,0.0446926031530232,0.0288695961910585,0.0022787400703402,0.5451690644855035,0.5451690644855035,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
related,0.0063403858349504,0.0028985120767485,0.0029387404983981,0.0018463885898697,0.0047923883687056,0.0194855363278516,0.0052846540766533,0.0218171611871359,0.0007713935987252,0.0085415724475154,0.1145069513697424,0.8041884202498973,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
Polymerase,0.0017478964427964,0.006151367481679,0.0042585199717389,0.0056129452309854,0.0047713372388697,0.0019523796050829,0.0126109640012734,0.0079861645025976,0.0108856433159523,0.0132481412146074,0.1935766167848079,0.9518465038942856,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Green,0.0029946941885322,0.0046657808597822,0.0026540591902787,0.0033077759369692,0.015425811701531,0.0241386398363502,0.0109158060410916,0.0039170150774993,0.0049724435072487,0.1016328559522017,0.3158723132162707,0.319020215434558,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Gene,0.0019124855070033,0.0047007243419557,0.0046845425927489,0.0015542332650746,0.0006524074330612,0.0566835010576485,0.0048035105559049,0.1388435488992244,0.0013798193096472,0.0921969355715068,0.002497104806022,0.9087290098436596,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
E,0.0200235133818114,0.0039775569258778,-0.0014916714936488,0.0254520479697547,0.0024769327636722,0.0481506226717418,0.0033440156947024,1.701893542358677,0.0576161246421403,0.0058911841533,0.0008919904504551,0.9989768344833014,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
presentation,0.0014184455999196,0.0064965849814305,0.0033447783261595,0.0021041797084207,0.0014184455999196,0.0014122189586111,0.0121150085559846,0.0056287163743823,0.0012090466666072,0.0014122189586111,0.490075363549517,0.6070480840675088,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
cases,0.0071138615358385,0.0249737714540503,0.0049110197022645,0.0042436109320849,0.0011546409602723,0.0078236602662892,0.0435059427213923,0.0144231026026463,0.0075205135386471,0.0613294584623655,0.6313662340942818,0.8577247324050393,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
regardless,0.0009091894899076,0.0032078527456797,0.0012311437046511,0.003032065722767,0.002851776731241,0.0004100095030135,0.0052124275154337,0.0012257392744435,0.0146147016291714,0.004552504308129,0.2328668647560625,0.2343285727978529,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Cycle,0.0077514406205011,0.0174887522633826,0.0042845500137724,0.0042141007226411,0.0023333501899134,0.0296268225489458,0.176459820025445,0.0115056718459337,0.0085916977368299,0.0018705002107775,0.0001128082485391,0.0001128082485391,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
voriconazole,0.0062217085068955,0.0048623741194254,0.0041085051103711,0.0025612136677307,0.0015528238457054,0.0164319487489527,0.0021927437770689,0.0021438058104552,0.0105478408330978,0.001694382841781,0.0171383021123953,0.980868872060582,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
test,0.0048241439367382,0.003538459732831,0.0044541524635631,0.0037403747754575,0.0026505745381598,0.0059696294193147,0.0029748574570175,0.0705201333974982,0.0036580419772902,0.0053741507379801,0.0159897979203453,0.9630174612517168,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
exhibited,0.0033336822038331,0.0220232693170586,0.0024811563571203,0.0019381721914146,0.0006279469487862,0.0373312038063464,0.1129872878591185,0.0039843647875648,0.0014333658107943,0.0003146601896409,0.4175753127839519,0.8854756412944712,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False
